epoch,train_loss,train_acc,dev_acc
1,1.5840681985918985,47.13875598086125,51.577998196573496
2,1.3598095314354417,54.07655502392345,56.266907123534715
3,1.2350647962834846,57.263157894736835,54.5536519386835
4,1.0934036023080633,59.99043062200957,56.53742110009017
5,0.9691367051475926,63.49282296650718,55.635707844905326
6,0.8390738611928584,66.88995215311004,51.307484220018026
7,0.7434490137336928,69.56937799043062,54.373309287646535
